surname,caste,confidence
NADEELLA,Kamma,medium
NADELLA,Kamma,high
NADEMPALLI,Kamma,low
NADENDLA,Kamma,medium
NADIKATTU,Kapu,medium
NADIKOTA,Kamma,medium
NADIMPALLI,Kamma,medium
NADIPELLI,Kamma,medium
NADIPILLI,Kamma,medium
NADIPINENI,Kamma,medium
NAGABADA,Kamma,medium
NAGABAIRU,Kamma,medium
NAGABHAIRAVA,Brahmin,high
NAGABHAIRAVI,Kamma,medium
NAGABHIRAVA,Kamma,medium
NAGABHUSHANARAO,Brahmin,medium
NAGABHYRAVA,Brahmin,medium
NAGABHYRU,Kamma,medium
NAGABODI,Kamma,medium
NAGABOINA,Kapu,medium
NAGABOYINA,Kamma,medium
NAGALLA,Kapu,medium
NAGAM,Kapu,low
NAGANDLA,Kamma,medium
NAGAPURU,Kamma,medium
NAGARAPU,Kamma,high
NAGASARAPU,Kamma,medium
NAGAVARAPU,Kapu,high
NAGELLA,Kamma,high
NAGESWARAM,Brahmin,medium
NAGINENI,Kapu,medium
NAGINI,Kamma,medium
NAGIREDDI,Reddy,high
NAGIREDDY,Reddy,high
NAGIRI,Kamma,medium
NAGISETTI,Vysya,high
NAGISETTY,Vysya,high
NAGOJI,Kamma,medium
NAGOJU,Kamma,medium
NAGOTU,Kamma,medium
NAGOTULA,Kamma,medium
NAGUBADI,Kamma,medium
NAGUBODI,Kamma,medium
NAGUBOTHU,Kamma,medium
NAGUBOYINA,Kapu,medium
NAGULA,Kapu,medium
NAGULAPALLI,Kamma,medium
NAGULAPATI,Kamma,medium
NAGULLA,Kamma,medium
NAGUMOTHU,Kamma,medium
NAGUMOTU,Kamma,medium
NAGURU,Kamma,medium
NAIDI,Kamma,medium
NAIK,Kapu,medium
NAINENI,Kamma,medium
NAKARIKANTI,Kamma,medium
NAKKA,Kapu,medium
NAKKALA,Kamma,medium
NALAAMULA,Kamma,medium
NALABOLU,Kamma,medium
NALABOTHU,Kapu,medium
NALABOTU,Kamma,medium
NALADALA,Kamma,medium
NALAGATLA,Kamma,medium
NALAJALA,Kamma,medium
NALAKUDITI,Kamma,medium
NALAM,Kamma,medium
NALAMALAPU,Kamma,medium
NALAMATI,Kamma,medium
NALAMOLU,Kamma,medium
NALAMOTHU,Kamma,medium
NALAMOTHULA,Kamma,medium
NALANAGU,Kamma,medium
NALANENI,Kamma,medium
NALLA,Kapu,medium
NALLABOTHU,Kamma,medium
NALLABOTHULA,Kamma,medium
NALLABOTU,Kamma,medium
NALLABOTULA,Kamma,medium
NALLADA,Kamma,medium
NALLAGATLA,Kamma,medium
NALLAGONDA,SC,medium
NALLAGORLA,Kamma,medium
NALLAJALA,Kamma,medium
NALLAM,Kamma,medium
NALLAMADUGU,Kamma,medium
NALLAMALA,Kamma,medium
NALLAMAMIDI,Kamma,medium
NALLAMILLI,Kamma,medium
NALLAMOLU,Kamma,medium
NALLAMOTHU,Kamma,high
NALLAMOTHULA,Kamma,medium
NALLAMOTU,Kamma,high
NALLAMOUTHU,Kamma,medium
NALLANCHAKRAVARTULA,Kshatriya,medium
NALLANI,Kapu,medium
NALLANUKALA,Kamma,medium
NALLAPANEEDU,Kamma,medium
NALLAPANENI,Kamma,medium
NALLAPARAJU,Kamma,medium
NALLAPATI,Kamma,medium
NALLAPATTI,Kamma,low
NALLAPU,Kamma,medium
NALLEBOINA,Kamma,medium
NALLI,Kapu,medium
NALLIBOENA,Kamma,medium
NALLIBOINA,Kamma,medium
NALLIBOYINA,Kapu,medium
NALLIMILLI,Kamma,high
NALLOGORLA,Kamma,medium
NALLURI,Kamma,high
NALLURU,SC,medium
NALUKURTHI,Kamma,medium
NALUKURTI,Kapu,medium
NAMALA,Kapu,medium
NAMALIPURI,Kamma,medium
NAMANA,Kapu,medium
NAMANI,Kamma,medium
NAMBALLA,Kamma,medium
NAMBULA,Kapu,medium
NAMBURI,Brahmin,high
NAMBURU,Brahmin,high
NANAPANENI,Kamma,medium
NANDAM,Kamma,medium
NANDAMUDI,Kamma,low
NANDAMURI,Kamma,high
NANDANAMPATI,Kamma,high
NANDANAMUDI,Kamma,medium
NANDEPATI,Kamma,medium
NANDHYALA,Kamma,medium
NANDIGAM,Kamma,medium
NANDIGAMA,Kamma,medium
NANDIKOLLA,Kamma,medium
NANDINA,Kamma,medium
NANDIPATI,Kamma,medium
NANDURI,Kamma,medium
NANDURU,Kamma,medium
NANDYALA,Kamma,medium
NANGALAM,Kamma,medium
NANGINENI,Kamma,medium
NANNAAPANENI,Kamma,low
NANNAPANAENI,Brahmin,medium
NANNAPANENI,Kamma,high
NANNEBOYINA,Kapu,medium
NANNPANENI,Kamma,low
NANNURI,Brahmin,medium
NANNURU,Kamma,medium
NAPPALLI,Kamma,medium
NARA,Kamma,medium
NARADALA,Kapu,medium
NARAGAM,Kamma,medium
NARAHARASETTI,Vysya,high
NARAHARISETTI,Vysya,high
NARAHARISETTY,Vysya,high
NARALASETTI,Vysya,high
NARALASETTY,Vysya,high
NARAMSETTY,Vysya,high
NARASANEEDU,Kamma,medium
NARASAPARUPU,Kamma,medium
NARASETTI,Kamma,medium
NARAYANAM,Brahmin,medium
NARAYANASETTI,Vysya,high
NARENA,Kamma,medium
NARIKIMILLI,Kamma,medium
NARIMOTU,Kamma,medium
NARINA,Kamma,medium
NARIPEDDI,Kamma,medium
NARISETTI,Kamma,medium
NARISETTY,Vysya,high
NARKEDMILLI,Kamma,medium
NARKEDUMILLI,Kamma,medium
NARLA,Kamma,high
NARNE,Kamma,medium
NARNI,Kamma,medium
NARRA,Kamma,high
NARRAMANENI,Kamma,medium
NARRAPATI,Kamma,medium
NARRAVULA,Kamma,medium
NARREDDI,Reddy,high
NARSINENI,Kamma,low
NARUKULLA,Kamma,medium
NARUKURTHI,Kamma,medium
NARUMANCHI,Kamma,medium
NARUTLA,Kamma,medium
NASEEM,Muslim,high
NATANI,ST,medium
NATANNI,Kamma,medium
NATHANI,Muslim,medium
NATTAVA,Kamma,medium
NATUKULA,Kamma,medium
NAVA,Kamma,medium
NAVUDU,Kapu,medium
NAVULURI,Kamma,medium
NAVULURU,Kamma,medium
NAYANI,Kapu,medium
NAYINI,Kamma,medium
NAYUDU,Kamma,medium
NAYUDUPALLI,Kamma,low
NAYUNIGARI,Reddy,medium
NAZ,Muslim,medium
NEDURUMALLI,Kamma,medium
NEELAKANTA,Brahmin,high
NEELAM,SC,medium
NEELAPALA,Kamma,medium
NEELI,SC,medium
NEELISETTY,Vysya,high
NEELURI,Kamma,medium
NEELURU,Kamma,medium
NEERUDDULA,Kamma,medium
NEERUKANTI,Kamma,medium
NEERUKATTU,Kamma,medium
NEERUKONDA,Kamma,high
NEERUKONDALA,Kamma,medium
NEERUMALLA,Kamma,medium
NEKKADAPU,Kamma,medium
NEKKALAPU,Kamma,medium
NEKKALAPUDI,Kamma,medium
NEKKANTI,Kamma,medium
NEKKARAGANTI,Kamma,medium
NEKKINTI,Kamma,medium
NEKKONDA,Kamma,medium
NELABHOTLA,Kamma,medium
NELAKUDHITI,Kamma,high
NELAKUDITI,Kamma,high
NELAKUDURU,Kamma,medium
NELAKURTHI,Kamma,medium
NELALKURTI,Kamma,medium
NELAPAATI,Kamma,medium
NELAPATHY,Kamma,medium
NELAPATI,Kamma,medium
NELAPATLA,Kamma,medium
NELAPATTI,Kamma,medium
NELAPUDI,Kamma,low
NELATURI,Kamma,medium
NELAVALLI,Kamma,medium
NELAVELLI,Kamma,medium
NELELLI,Kamma,medium
NELLAPATI,Kamma,high
NELLURI,Kamma,high
NELLURU,Kamma,medium
NELLUTLA,Kamma,medium
NEMALAKANTI,Kamma,medium
NEMALIKANTI,Kamma,medium
NEMALIPURI,Kamma,medium
NEMANI,Kamma,medium
NEMILIPURI,Kamma,medium
NEMULA,Kamma,medium
NEMULAPURI,Kamma,medium
NENALAPURI,Kamma,medium
NENAWAT,ST,high
NEPPALLI,Kamma,medium
NERELLA,Kamma,medium
NERLA,Kamma,medium
NERUKONDA,Kamma,medium
NETHI,Kapu,medium
NETI,Kamma,medium
NETTEM,Kamma,medium
NETULA,Kamma,medium
NIBHANUPUDI,Kamma,low
NIDADAVOLU,Kamma,medium
NIDAMANURI,Kamma,medium
NIDAMANURU,Kamma,medium
NIDIMINENI,Kamma,medium
NIDIMINODA,Kamma,medium
NIDUMUKKALA,Kamma,medium
NIDUMUKKULA,Kamma,medium
NIKKU,Kamma,medium
NILISETTY,Vysya,high
NIMMAGADDA,Kamma,high
NIMMAKURI,Kamma,medium
NIMMALA,Kamma,medium
NIMMALAPUDI,Kamma,medium
NIMMGADDA,Kamma,low
NINDRAPATI,Kamma,medium
NIRUKONDA,Kamma,medium
NISSANKARARAO,Kapu,medium
NOOKALA,Kamma,medium
NOOTHAKKI,Other,medium
NOPULA,Kamma,medium
NORI,Kamma,medium
NOTTIPATI,Kamma,medium
NUCHAKA,Kamma,medium
NUDURUPATI,Kamma,medium
NUGALA,Kapu,medium
NUKA,Kapu,medium
NUKALA,Kapu,medium
NUKALAPATI,Kamma,medium
NUKARAPU,Kamma,medium
NUKASI,Kamma,medium
NUKAVARAPU,Kamma,medium
NULI,Kamma,medium
NULU,Kamma,medium
NUMBURU,Kamma,medium
NUMULA,Kamma,medium
NUNE,Kamma,medium
NUNNA,Kamma,medium
NUNNAA,Kamma,medium
NUNNANA,Kamma,medium
NUNNUNA,Kamma,medium
NUSETTY,Vysya,high
NUTAKKI,Kamma,high
NUTALAPATI,Kamma,high
NUTHAKI,Kamma,high
NUTHAKKI,Kamma,high
NUTHALAPAATI,Kamma,medium
NUTHALAPATI,Kamma,high
NUTHANGI,Kamma,medium
NUTHETI,Kamma,medium
NUTHI,Kamma,medium
NUTI,Kamma,medium
NUTULAPATI,Kamma,medium
NUVVULA,Kapu,medium
OBILINENI,Kamma,low
OBULSETTI,Vysya,high
ODDINEDI,Kamma,medium
OGGU,Kapu,medium
OGIRALA,Kamma,medium
OLETI,Kamma,medium
ONGOLU,Kapu,medium
OODE,Kamma,medium
OOELLI,Kamma,medium
OORUGANTI,Kamma,medium
ORUGANTI,Kamma,medium
OSURI,Brahmin,medium
OTHINEDI,Kamma,medium
OTIKUNTA,Kamma,medium
PAALADUGU,Kamma,medium
PAALAKAYALA,Kamma,high
PAARA,Kapu,medium
PAATI,Kamma,medium
PABATTULA,Kamma,medium
PABBATHI,Kamma,medium
PABBATI,Kamma,medium
PABBISETTY,Vysya,high
PABHATHULA,Kamma,medium
PABOLU,Kamma,medium
PACCHALA,Kamma,high
PACCHAVA,Kapu,medium
PACHALA,Kamma,medium
PACHAVA,Kamma,medium
PACHCHLA,Kamma,medium
PACHHA,Kamma,medium
PACHHALA,Kamma,medium
PACHHARA,Kamma,medium
PACHHPULULUI,Kamma,medium
PADALA,Kapu,medium
PADALLAPARTHI,Kamma,high
PADAMATA,Kamma,medium
PADAMATI,Kamma,high
PADARTHI,Kamma,medium
PADAVALA,Kamma,medium
PADILAM,Kamma,medium
PADMALA,Kamma,medium
PADMANABHAN,Brahmin,medium
PADMANABHUNI,Brahmin,medium
PADUCHURU,Kamma,medium
PAGADALA,Kapu,medium
PAGADAM,Kamma,medium
PAGADARAPU,Kamma,medium
PAGIDI,Kamma,medium
PAGOLU,Kamma,medium
PAGONDA,Kamma,medium
PAIDETI,Kamma,high
PAIDI,Kapu,medium
PAIDIMARRI,Kamma,high
PAIDMARRI,Kamma,high
PAINENI,Kamma,low
PAJJURU,Kamma,medium
PAKAALAPATI,Kamma,medium
PAKALA,Kamma,medium
PAKALAPATI,Kamma,medium
PAKALLAPATI,Kamma,medium
PAKANATI,Kapu,medium
PALA,Kapu,medium
PALABATHUNI,Kamma,medium
PALACHARLA,Kamma,medium
PALACHERLA,Kamma,medium
PALADAGU,Kamma,medium
PALADUGU,Kamma,high
PALADUGULA,Kamma,medium
PALADUGULU,Kamma,medium
PALAGANI,Kamma,high
PALAGIRI,Kamma,medium
PALAKALURI,Kamma,medium
PALAKAYALA,Kamma,high
PALAKEETI,Kamma,medium
PALAKURTI,Kamma,medium
PALANATI,Kamma,medium
PALAPARTHI,Kamma,medium
PALAPARTHY,Kamma,medium
PALAPARTI,Kamma,medium
PALAPATI,Kamma,medium
PALAPU,Kamma,medium
PALATI,Kamma,high
PALAVAI,Kamma,medium
PALAVANENI,Kamma,medium
PALCHURI,Kamma,medium
PALEM,Kamma,medium
PALEMPATI,Kamma,medium
PALEPU,Kamma,medium
PALERU,Kamma,medium
PALETI,Kamma,medium
PALISETTI,Vysya,high
PALLA,Kapu,medium
PALLABOTULA,Kamma,medium
PALLAM,Kapu,medium
PALLAMALLI,Kamma,high
PALLAMREDDI,Kamma,medium
PALLAPATI,Kamma,high
PALLAPOTHU,Kapu,medium
PALLAPOTHULA,Kamma,medium
PALLAPOTU,Kamma,medium
PALLAPOTULA,Kamma,medium
PALLATHU,Kamma,medium
PALLE,Kamma,medium
PALLEBOINA,Kamma,medium
PALLEBOYINA,Kamma,medium
PALLELA,Kamma,medium
PALLEM,Kamma,high
PALLEMPATI,Kamma,medium
PALLEPOGU,Kapu,medium
PALLERLA,SC,medium
PALLERLAMUDI,Kamma,low
PALLETI,Kamma,high
PALLEVAYI,Kamma,medium
PALLI,Kamma,low
PALLIKONDA,Kamma,medium
PALLOTHU,Kamma,medium
PALLUTHU,Kamma,medium
PALNATI,Kamma,medium
PALUGULLA,Kamma,medium
PALUKURI,Kamma,medium
PALURI,Kapu,medium
PALURU,Kamma,medium
PAMARTHI,Kapu,medium
PAMELLI,Kamma,medium
PAMIDI,Kamma,medium
PAMIDIBOYINA,Kamma,medium
PAMIDIMALLA,Kamma,medium
PAMIDIMARRI,Kamma,medium
PAMIDIMUKKALA,Kamma,high
PAMIDIPALLI,Kamma,low
PAMIDIPATI,Kamma,medium
PAMILLI,Kamma,medium
PAMPANA,Kamma,medium
PAMULA,Kapu,medium
PAMULAPATI,Kamma,medium
PANAKALA,Kamma,medium
PANAMATA,Kamma,medium
PANASAKAYALA,Kapu,medium
PANCHAGNULA,Brahmin,medium
PANCHAKATLA,Kamma,medium
PANCHUMARTHI,Brahmin,medium
PANCHUMARTHY,Kamma,medium
PANCHUMARTI,Kamma,medium
PANDAA,Kamma,medium
PANDALA,Kamma,medium
PANDALAKUNTI,Kamma,medium
PANDI,Kapu,medium
PANDIPATI,Kapu,medium
PANDRANGI,Kamma,high
PANGA,Kapu,medium
PANGULLURI,Kamma,medium
PANGULORU,Kamma,medium
PANGULURI,Kamma,high
PANIDAPU,Kamma,medium
PANITAPU,Kamma,medium
PANNALA,Kamma,medium
PANTALA,Kamma,medium
PANTRA,Kamma,medium
PANUGANTI,Kamma,medium
PANUGUNDLA,Kamma,medium
PANUPOTHU,Kamma,medium
PAPANA,Kapu,medium
PAPASANI,Kamma,medium
PAPINENI,Kamma,high
PAPINNI,Kamma,medium
PAPPALA,Kamma,medium
PAPPU,Kapu,medium
PAPPULA,SC,medium
PAPPURI,Kamma,medium
PARA,Kapu,high
PARAA,Kamma,medium
PARAKAL,Brahmin,medium
PARASARAM,Brahmin,medium
PARASURI,Kamma,medium
PARCHURI,Kamma,medium
PARELLA,Kamma,medium
PAREPALLI,Kamma,medium
PARICHURI,Kamma,medium
PARIKH,Other,high
PARIMI,Kamma,medium
PARIPALLI,Kamma,low
PARISURI,Kamma,medium
PARITAL,Kamma,medium
PARITALA,Kamma,medium
PARLAPALLI,Kamma,low
PARLERLLA,Kamma,medium
PARNAMITTA,Kamma,medium
PARUCHURI,Kamma,high
PARUCHURU,Kamma,high
PARUPALLI,Kamma,low
PARUPALLY,Kamma,medium
PARUVELLI,Kamma,medium
PARVATANENI,Kamma,medium
PARVATHAM,Kamma,medium
PARVATHANENI,Kamma,high
PARVATHAREDDY,Reddy,high
PASAGADA,Kamma,medium
PASALA,Kapu,medium
PASAM,Kapu,medium
PASAMGULAPATI,Kamma,medium
PASI,SC,high
PASULURU,Kamma,medium
PASUMARTHI,Kamma,medium
PASUMARTI,Kamma,medium
PASUPUETI,Kamma,medium
PASUPULETI,Kamma,high
PATAKAMUDI,Kamma,low
PATAN,Muslim,high
PATAPANCHALA,Kamma,medium
PATAPANTHULA,Kamma,medium
PATCHALA,Kapu,medium
PATCHAVA,Kamma,medium
PATCHIGOLLA,Kamma,medium
PATCHIPULUSU,Kamma,medium
PATEL,Other,high
PATHAKAMUDI,Kamma,medium
PATHAKAMURI,Kamma,medium
PATHAKAMUUDI,Kamma,medium
PATHAKOTA,Kamma,medium
PATHAN,Muslim,high
PATHAREDDI,Kamma,medium
PATHELLA,Kamma,medium
PATHI,Kapu,medium
PATHIBANDLA,Kamma,high
PATHIPATI,Kamma,medium
PATHURI,Kapu,medium
PATHURU,Kamma,medium
PATI,Kamma,medium
PATIBANDLA,Kamma,high
PATLOLLA,Kamma,medium
PATNAIK,Brahmin,high
PATNALA,Kamma,medium
PATNAM,Kamma,medium
PATNAYAK,Kshatriya,medium
PATODIA,Other,high
PATSAMATLA,Kamma,medium
PATTA,Kamma,medium
PATTAMSETTY,Vysya,high
PATTAN,Muslim,high
PATTELA,Kapu,medium
PATTEMSETTY,Vysya,high
PATTHI,Kamma,medium
PATTHIPATI,Kamma,medium
PATTIPATI,Kamma,medium
PATTURI,Kamma,medium
PATUMARI,Kamma,medium
PATURI,Kamma,high
PAUL,Christian,medium
PAVANAGUNDLA,Kamma,medium
PAVULAPATI,Kamma,medium
PAVULURI,Kamma,medium
PAVULURU,Kamma,medium
PAYINENI,Kamma,medium
PAYYAVULA,Vysya,medium
PAYYAVVULA,Kamma,medium
PEBBILI,Kamma,medium
PECHETTY,Vysya,high
PEDAPARIMI,Kamma,medium
PEDAPROLU,Kamma,high
PEDARLA,SC,medium
PEDASINGU,Kamma,medium
PEDAVALLI,Kamma,medium
PEDDAPUDI,Kamma,low
PEDDAREDDY,Reddy,high
PEDDE,Kamma,medium
PEDDI,SC,high
PEDDIBHOTLA,Kamma,medium
PEDDIBOINA,Kamma,medium
PEDDIBOTLA,Kamma,medium
PEDDIBOYINA,Kapu,medium
PEDDINA,Kamma,medium
PEDDINENI,Kamma,medium
PEDDINNA,Kamma,medium
PEDDINTI,Kamma,high
PEDDIRAJU,Kapu,medium
PEDDIREDDY,Reddy,high
PEDDIREDLA,Kamma,medium
PEDDISETTY,Vysya,high
PEDDLLA,Kamma,medium
PEDDU,SC,medium
PEDERLA,Kamma,medium
PEERLA,Muslim,medium
PELURI,Kamma,medium
PEMCHIKALAPATI,Kamma,medium
PEMMARAJU,Kamma,high
PEMMASANI,Kamma,medium
PENDELA,Kamma,high
PENDEM,Kapu,medium
PENDLIMARRI,Kamma,medium
PENDURTHI,Kamma,medium
PENDURTI,Kamma,medium
PENDYALA,Kamma,medium
PENIGALAPATI,Kamma,high
PENIKELAPATI,Kamma,medium
PENIMARTHI,Kamma,medium
PENJARLA,Kamma,medium
PENJERTHI,Kamma,medium
PENMATCHA,Kamma,medium
PENMETCHA,Kamma,medium
PENMETSA,Kamma,medium
PENNASAMI,Kamma,medium
PENNETI,Kamma,medium
PENTAALA,Kamma,medium
PENTAKOTA,Kamma,medium
PENTALA,Kamma,medium
PENTAPALLI,Kamma,low
PENTAREDDY,Reddy,high
PENTEELA,Kamma,medium
PENTELA,Kamma,medium
PENTRALA,Kamma,medium
PENTYALA,Kamma,medium
PENUBAKULA,Kamma,medium
PENUBOTHU,Kamma,high
PENUGONDA,Kamma,medium
PENUMACHA,Kamma,medium
PENUMACHHA,Kamma,medium
PENUMACHU,Kamma,medium
PENUMAKA,Kamma,medium
PENUMALLI,Kamma,medium
PENUMARTHI,Kamma,high
PENUMARTI,Kamma,high
PENUMATHI,Kamma,medium
PENUMATHSA,Kapu,medium
PENUMETCHA,Kamma,medium
PENUMETSA,Kamma,high
PENUMUCCHU,Kamma,medium
PENUMUCHHA,Kamma,medium
PENUMUCHHU,Kamma,high
PENUMUCHU,Kamma,medium
PENUMUTCHU,Kamma,medium
PERAKAM,Kamma,medium
PERALI,Kamma,medium
PERAM,Kapu,medium
PERASANI,Kamma,medium
PERAVALI,Kamma,medium
PERECHARLA,Kamma,high
PERICHARLA,Brahmin,high
PERIKALA,Kamma,medium
PERINENI,Kamma,medium
PERINI,Kamma,medium
PERISETLA,Kamma,medium
PERITELA,Kamma,medium
PERLA,Kapu,medium
PERNA,Kapu,medium
PERNAMITTA,Kamma,medium
PERNI,Kamma,medium
PERUBOINA,Kapu,medium
PERUBOYINA,Kapu,medium
PERUGU,Kapu,medium
PERUMALA,Kapu,medium
PERUMALLA,Kapu,medium
PERURI,Kapu,medium
PERVAA,Kamma,medium
PESALA,Kamma,medium
PETETI,Kapu,medium
PICCHIKALA,Kamma,medium
PICHIKA,Kapu,medium
PICHIKALA,Kamma,medium
PIDAPARTHI,Kamma,medium
PIDAPARTHY,Kamma,medium
PIDATALA,Kamma,medium
PIDIGANTI,Kamma,medium
PIDIGITI,Kamma,medium
PIDIKITA,Kamma,medium
PIDIKITI,Kapu,medium
PIDUGU,Kapu,medium
PIDUGURALLA,Kamma,medium
PILARI,Kamma,medium
PILLA,Kapu,medium
PILLALA,Kapu,medium
PILLI,Kapu,medium
PILLULA,Kamma,medium
PINAMANENI,Kamma,low
PINGALI,Brahmin,high
PINJALA,Kamma,medium
PINNAKA,Kamma,medium
PINNAMANANI,Kamma,medium
PINNAMANENI,Kamma,high
PINNAMARAJU,Kapu,medium
PINNAMNENI,Kamma,low
PINNEPU,Kamma,medium
PINNIBOYINA,Kapu,medium
PINNIKA,Kamma,medium
PINNIMTI,Kamma,medium
PINNINTI,Kapu,medium
PINNINTY,Kamma,medium
PIRATLA,Kamma,medium
PISAPATI,Kamma,high
PITCHALA,Kamma,medium
PITHALLA,Kamma,medium
PITTA,Kamma,medium
PODAPATI,Kamma,medium
PODDAR,Other,high
PODILA,Kapu,medium
PODILAPALLI,Kamma,medium
PODILE,SC,medium
PODILI,Kapu,medium
POGULA,Kapu,medium
POJINENI,Kamma,low
POKALA,Kapu,medium
POKANTI,Kamma,medium
POKURI,Kamma,medium
POLA,Kamma,medium
POLADURU,Kamma,medium
POLAGANGU,Kapu,medium
POLAGANI,Kamma,medium
POLANGU,Kamma,medium
POLANKI,Kamma,medium
POLAREDDY,Reddy,high
POLAVARAPU,Kamma,high
POLAVARUPU,Kamma,high
POLENI,Kamma,medium
POLEPALLI,Kamma,low
POLIMETLA,Kamma,medium
POLINA,Kamma,medium
POLINENI,Kamma,medium
POLISETTI,Vysya,high
POLISETTY,Vysya,high
POLLAKATLA,Kamma,medium
POLORI,Kamma,medium
POLSANI,Kamma,medium
POLU,SC,high
POLUDASU,Kamma,medium
POLUMETA,Kamma,medium
POLUPALLI,Kamma,low
POLUPARTHI,Kamma,medium
POLURI,Kamma,medium
POLURU,Kamma,medium
PONAAM,Kamma,medium
PONAGANTI,Kamma,medium
PONAKALA,Kamma,medium
PONAPATI,Kamma,medium
PONATI,Kamma,medium
PONDUGALA,Kamma,medium
PONDUGULA,Kamma,medium
PONDURI,Kamma,medium
PONGULETI,Kamma,medium
PONGURU,Kamma,medium
PONNA,Kamma,medium
PONNAGANTI,Kamma,medium
PONNAKANTI,Kamma,medium
PONNAKANTTI,Kamma,low
PONNALURI,Kamma,medium
PONNAM,Kamma,high
PONNAMA,Kamma,medium
PONNANA,Kamma,medium
PONNAPALLI,Kamma,medium
PONNEBOINA,Kamma,medium
PONNEGANTI,Kamma,medium
PONNEKANTI,Kamma,high
PONNIKANTI,Kamma,medium
PONNURU,Kamma,medium
PONUGOTI,Kamma,medium
PONUGUBATI,Kamma,medium
PONUGUMATI,Kamma,medium
PONUGUPATI,Kamma,medium
POOLA,Kapu,medium
POONDLA,Kapu,medium
POPURI,Kamma,medium
POREDDY,Reddy,high
PORWAL,Vysya,medium
POSA,Kapu,medium
POSAM,Kamma,medium
POSANI,Kamma,medium
POSINA,Kamma,medium
POTAKAMURI,Kamma,medium
POTANA,Brahmin,medium
POTANABOYINA,Kapu,medium
POTARAJU,Kapu,medium
POTARI,Kamma,medium
POTELLA,Kamma,medium
POTHAKAMUDI,Kamma,medium
POTHAKAMURI,Kamma,medium
POTHALA,Kamma,medium
POTHAMSETTY,Vysya,high
POTHARAJU,Kamma,medium
POTHINA,Kamma,medium
POTHINEDU,Kamma,medium
POTHINENI,Kamma,high
POTHINI,Kamma,medium
POTHIREDDY,Reddy,high
POTHUGANTI,Kamma,high
POTHUGUNTA,Kamma,medium
POTHUGUNTLA,Kamma,medium
POTHUKUCHI,Kamma,medium
POTHULA,Kapu,medium
POTHUMARTI,Kamma,medium
POTHUNA,Kamma,medium
POTHUNURI,Kamma,medium
POTHURAJU,SC,medium
POTHURI,Kamma,medium
POTHURU,Kamma,medium
POTINENI,Kamma,low
POTINI,Kamma,medium
POTLA,Kapu,medium
POTLAA,Kamma,medium
POTLURI,Kamma,high
POTLURU,Kamma,medium
POTNURI,Kamma,high
POTNURU,Kamma,medium
POTRA,Kamma,medium
POTRU,Kapu,medium
POTTA,Kamma,medium
POTTELLA,Kamma,medium
POTTETI,Kamma,medium
POTTHURI,Kamma,medium
POTTI,Brahmin,high
POTTIMAKULA,Kamma,medium
POTTRU,Kamma,medium
POTTU,Kamma,medium
POTTULURU,Kamma,medium
POTTURI,Kamma,high
POTTURU,Kamma,medium
POTU,SC,medium
POTUGANTI,Kamma,medium
POTUGUNTA,Kamma,medium
POTUGUNTLA,Kamma,medium
POTUKUCHI,Kamma,medium
POTULURI,Kamma,medium
POTURAJU,SC,medium
POTURU,Kamma,medium
POYANURI,Kamma,medium
PRAGADA,Brahmin,medium
PRATAPAGIRI,Kamma,medium
PRATHIPATI,Kamma,high
PRATHURI,Kamma,medium
PRATTHI,Kamma,medium
PRATTHIPATI,Kamma,medium
PRATTIPATI,Kamma,high
PRATURI,Kamma,medium
PREGADA,Brahmin,medium
PREPOLU,Kamma,medium
PRETHAPU,Kamma,medium
PRODDUTURI,Kamma,medium
PRUDHIVI,Kamma,medium
PUCCHAKAYALA,Kamma,medium
PUCHAKAYALA,Kamma,medium
PUCHALA,Kamma,medium
PUCHHAKAYALA,Kamma,medium
PUCHURCHU,Kamma,medium
PUDETI,Kamma,medium
PUDI,Other,low
PUDOTA,Kapu,medium
PUGAKU,Kamma,medium
PUJALA,Kapu,medium
PUJALI,Kamma,medium
PULA,Kapu,medium
PULABOLU,Kamma,medium
PULADASU,Kamma,medium
PULAGAM,Kapu,medium
PULAKANDAM,Kamma,medium
PULAMALA,Kamma,medium
PULAVARTHI,Kamma,medium
PULAVARTHY,Kamma,high
PULI,Kapu,high
PULIBANDLA,Kapu,medium
PULICHERLA,Kamma,medium
PULIGA,Kapu,medium
PULIGADDA,Kamma,low
PULIGUNDLA,Kamma,medium
PULIKANTI,Other,medium
PULIKONDA,Kapu,medium
PULIMADDI,Kamma,medium
PULIPAKA,Kamma,medium
PULIPAKALA,Kamma,medium
PULIPATI,Kamma,medium
PULIVARTHI,Kamma,medium
PULLA,Kapu,medium
PULLABHALA,Kamma,medium
PULLABHOTLA,Kamma,medium
PULLAGURA,Kamma,medium
PULLAREDDY,Reddy,high
PULLELA,Kamma,medium
PULLETI,Kamma,medium
PULLICHERLA,Kamma,medium
PULUGUJJU,SC,medium
PULUKURI,Kamma,medium
PULUMATI,Kamma,medium
PUNASURU,Kamma,medium
PUNATI,Kamma,medium
PUNDLA,Kamma,medium
PUNJAKAYALA,Kamma,medium
PUNUGOTI,Kamma,medium
PUNUGUPATI,Kamma,medium
PUNUKOLLU,Kamma,medium
PUNURI,Kamma,medium
PUNURU,Kamma,medium
PUNYAMURTHULA,Brahmin,medium
PUPPAKULA,Kamma,medium
PUPPALA,Kapu,medium
PUPPAM,Kamma,medium
PUPPAPATI,Kamma,medium
PURAM,Kapu,low
